DeviceId,Platform,Encryption,AuthenticationMethod,OSVersion,RootOrJailbreak,BitLocker,SecureBoot,TPM,DefenderAV,ComplianceStatusBefore,ComplianceStatusAfter
IOS-339,iOS,No,Simple 4-digit PIN,15.4,Jailbroken,,,,,Compliant,Compliant
IOS-340,iOS,No,Alphanumeric (6),15.6,Clean,,,,,Compliant,Compliant
IOS-341,iOS,No,Biometric + Passcode,15.6,Clean,,,,,Compliant,Compliant
IOS-342,iOS,No,Biometric + Passcode,16.1,Jailbroken,,,,,Compliant,Compliant
IOS-343,iOS,Yes (AES),Simple 4-digit PIN,15.6,Jailbroken,,,,,Compliant,Compliant
IOS-344,iOS,No,Alphanumeric (6),15.4,Jailbroken,,,,,Compliant,Compliant
IOS-345,iOS,No,Biometric + Passcode,17.0,Jailbroken,,,,,Noncompliant,Compliant
IOS-346,iOS,No,Simple 4-digit PIN,16.1,Jailbroken,,,,,Noncompliant,Compliant
IOS-347,iOS,No,Alphanumeric (6),15.4,Clean,,,,,Compliant,Compliant
IOS-348,iOS,No,Alphanumeric (6),16.0,Jailbroken,,,,,Noncompliant,Compliant
IOS-349,iOS,Yes (AES),Simple 4-digit PIN,15.4,Jailbroken,,,,,Compliant,Compliant
IOS-350,iOS,No,Biometric + Passcode,16.1,Clean,,,,,Compliant,Compliant
IOS-351,iOS,No,Simple 4-digit PIN,15.4,Jailbroken,,,,,Compliant,Compliant
IOS-352,iOS,Yes (AES),Simple 4-digit PIN,16.1,Jailbroken,,,,,Noncompliant,Compliant
IOS-353,iOS,Yes (AES),Simple 4-digit PIN,16.0,Jailbroken,,,,,Compliant,Compliant
IOS-354,iOS,No,Biometric + Passcode,15.6,Jailbroken,,,,,Noncompliant,Compliant
IOS-355,iOS,Yes (AES),Biometric + Passcode,16.0,Jailbroken,,,,,Noncompliant,Compliant
IOS-356,iOS,Yes (AES),Biometric + Passcode,16.0,Clean,,,,,Compliant,Compliant
IOS-357,iOS,No,Alphanumeric (6),16.1,Jailbroken,,,,,Compliant,Compliant
IOS-358,iOS,No,Alphanumeric (6),16.0,Jailbroken,,,,,Noncompliant,Compliant
IOS-359,iOS,No,Biometric + Passcode,15.4,Jailbroken,,,,,Noncompliant,Compliant
IOS-360,iOS,Yes (AES),Biometric + Passcode,15.4,Jailbroken,,,,,Noncompliant,Compliant
IOS-361,iOS,No,Alphanumeric (6),15.4,Jailbroken,,,,,Noncompliant,Compliant
IOS-362,iOS,Yes (AES),Biometric + Passcode,17.0,Clean,,,,,Compliant,Compliant
IOS-363,iOS,No,Alphanumeric (6),15.6,Clean,,,,,Compliant,Compliant
IOS-364,iOS,Yes (AES),Biometric + Passcode,16.0,Clean,,,,,Noncompliant,Compliant
IOS-365,iOS,No,Alphanumeric (6),15.4,Clean,,,,,Noncompliant,Compliant
IOS-366,iOS,Yes (AES),Alphanumeric (6),16.0,Clean,,,,,Noncompliant,Compliant
IOS-367,iOS,Yes (AES),Alphanumeric (6),16.1,Jailbroken,,,,,Noncompliant,Compliant
IOS-368,iOS,No,Alphanumeric (6),15.4,Jailbroken,,,,,Compliant,Compliant
IOS-369,iOS,Yes (AES),Simple 4-digit PIN,17.0,Clean,,,,,Noncompliant,Compliant
IOS-370,iOS,Yes (AES),Simple 4-digit PIN,17.0,Jailbroken,,,,,Compliant,Compliant
IOS-371,iOS,No,Simple 4-digit PIN,15.6,Clean,,,,,Noncompliant,Compliant
IOS-372,iOS,Yes (AES),Biometric + Passcode,15.6,Jailbroken,,,,,Compliant,Compliant
IOS-373,iOS,Yes (AES),Simple 4-digit PIN,15.6,Jailbroken,,,,,Noncompliant,Compliant
IOS-374,iOS,No,Biometric + Passcode,15.6,Jailbroken,,,,,Compliant,Compliant
IOS-375,iOS,Yes (AES),Simple 4-digit PIN,17.0,Jailbroken,,,,,Compliant,Compliant
IOS-376,iOS,No,Alphanumeric (6),16.1,Clean,,,,,Noncompliant,Compliant
IOS-377,iOS,Yes (AES),Biometric + Passcode,16.1,Jailbroken,,,,,Noncompliant,Compliant
IOS-378,iOS,No,Alphanumeric (6),15.6,Jailbroken,,,,,Noncompliant,Compliant
IOS-379,iOS,Yes (AES),Simple 4-digit PIN,15.4,Clean,,,,,Noncompliant,Compliant
IOS-380,iOS,No,Alphanumeric (6),15.6,Jailbroken,,,,,Compliant,Compliant
IOS-381,iOS,Yes (AES),Biometric + Passcode,16.1,Clean,,,,,Compliant,Compliant
IOS-382,iOS,Yes (AES),Biometric + Passcode,15.6,Clean,,,,,Compliant,Compliant
IOS-383,iOS,No,Simple 4-digit PIN,16.0,Jailbroken,,,,,Noncompliant,Compliant
IOS-384,iOS,No,Simple 4-digit PIN,16.1,Clean,,,,,Noncompliant,Compliant
IOS-385,iOS,No,Alphanumeric (6),16.0,Jailbroken,,,,,Compliant,Compliant
IOS-386,iOS,Yes (AES),Biometric + Passcode,15.6,Clean,,,,,Noncompliant,Compliant
IOS-387,iOS,No,Biometric + Passcode,16.0,Clean,,,,,Compliant,Compliant
IOS-388,iOS,No,Alphanumeric (6),16.1,Clean,,,,,Compliant,Compliant
IOS-389,iOS,Yes (AES),Alphanumeric (6),15.6,Jailbroken,,,,,Noncompliant,Compliant
IOS-390,iOS,No,Alphanumeric (6),16.1,Clean,,,,,Noncompliant,Compliant
IOS-391,iOS,No,Alphanumeric (6),15.4,Clean,,,,,Compliant,Compliant
IOS-392,iOS,No,Simple 4-digit PIN,15.6,Clean,,,,,Noncompliant,Compliant
IOS-393,iOS,No,Simple 4-digit PIN,15.4,Jailbroken,,,,,Noncompliant,Compliant
IOS-394,iOS,Yes (AES),Simple 4-digit PIN,15.6,Jailbroken,,,,,Compliant,Compliant
IOS-395,iOS,Yes (AES),Biometric + Passcode,16.0,Clean,,,,,Noncompliant,Compliant
IOS-396,iOS,Yes (AES),Alphanumeric (6),16.1,Clean,,,,,Noncompliant,Compliant
IOS-397,iOS,No,Alphanumeric (6),16.1,Jailbroken,,,,,Compliant,Compliant
IOS-398,iOS,No,Simple 4-digit PIN,16.1,Clean,,,,,Noncompliant,Compliant
IOS-399,iOS,Yes (AES),Biometric + Passcode,15.6,Jailbroken,,,,,Noncompliant,Compliant
IOS-400,iOS,No,Biometric + Passcode,16.1,Clean,,,,,Noncompliant,Compliant
IOS-401,iOS,Yes (AES),Biometric + Passcode,17.0,Jailbroken,,,,,Compliant,Compliant
IOS-402,iOS,Yes (AES),Alphanumeric (6),16.0,Jailbroken,,,,,Noncompliant,Compliant
IOS-403,iOS,No,Simple 4-digit PIN,15.4,Jailbroken,,,,,Compliant,Compliant
IOS-404,iOS,Yes (AES),Simple 4-digit PIN,15.6,Clean,,,,,Noncompliant,Compliant
IOS-405,iOS,No,Simple 4-digit PIN,16.1,Jailbroken,,,,,Noncompliant,Compliant
IOS-406,iOS,Yes (AES),Alphanumeric (6),15.6,Jailbroken,,,,,Noncompliant,Compliant
IOS-407,iOS,Yes (AES),Simple 4-digit PIN,16.0,Jailbroken,,,,,Noncompliant,Compliant
IOS-408,iOS,No,Simple 4-digit PIN,16.0,Jailbroken,,,,,Noncompliant,Compliant
IOS-409,iOS,No,Biometric + Passcode,15.4,Clean,,,,,Compliant,Compliant
IOS-410,iOS,No,Biometric + Passcode,15.6,Clean,,,,,Noncompliant,Compliant
IOS-411,iOS,Yes (AES),Biometric + Passcode,15.4,Jailbroken,,,,,Compliant,Compliant
IOS-412,iOS,Yes (AES),Biometric + Passcode,17.0,Jailbroken,,,,,Compliant,Compliant
IOS-413,iOS,Yes (AES),Biometric + Passcode,16.1,Jailbroken,,,,,Noncompliant,Compliant
IOS-414,iOS,No,Simple 4-digit PIN,15.6,Jailbroken,,,,,Compliant,Compliant
IOS-415,iOS,No,Simple 4-digit PIN,16.1,Jailbroken,,,,,Noncompliant,Compliant
IOS-416,iOS,Yes (AES),Alphanumeric (6),15.6,Jailbroken,,,,,Compliant,Compliant
IOS-417,iOS,Yes (AES),Simple 4-digit PIN,17.0,Clean,,,,,Noncompliant,Compliant
IOS-418,iOS,Yes (AES),Biometric + Passcode,15.4,Clean,,,,,Compliant,Compliant
IOS-419,iOS,No,Alphanumeric (6),15.4,Jailbroken,,,,,Noncompliant,Compliant
IOS-420,iOS,No,Simple 4-digit PIN,17.0,Clean,,,,,Noncompliant,Compliant
IOS-421,iOS,Yes (AES),Biometric + Passcode,16.1,Jailbroken,,,,,Noncompliant,Compliant
IOS-422,iOS,No,Simple 4-digit PIN,15.6,Jailbroken,,,,,Noncompliant,Compliant
IOS-423,iOS,Yes (AES),Biometric + Passcode,16.0,Clean,,,,,Noncompliant,Compliant
IOS-424,iOS,No,Biometric + Passcode,16.0,Clean,,,,,Noncompliant,Compliant
IOS-425,iOS,No,Simple 4-digit PIN,15.4,Jailbroken,,,,,Noncompliant,Compliant
IOS-426,iOS,No,Biometric + Passcode,15.6,Clean,,,,,Noncompliant,Compliant
IOS-427,iOS,Yes (AES),Alphanumeric (6),16.0,Clean,,,,,Noncompliant,Compliant
IOS-428,iOS,Yes (AES),Simple 4-digit PIN,17.0,Jailbroken,,,,,Noncompliant,Compliant
IOS-429,iOS,Yes (AES),Simple 4-digit PIN,17.0,Jailbroken,,,,,Compliant,Compliant
IOS-430,iOS,Yes (AES),Simple 4-digit PIN,16.0,Jailbroken,,,,,Compliant,Compliant
IOS-431,iOS,Yes (AES),Alphanumeric (6),15.4,Jailbroken,,,,,Noncompliant,Compliant
IOS-432,iOS,No,Biometric + Passcode,17.0,Clean,,,,,Compliant,Compliant
IOS-433,iOS,No,Biometric + Passcode,17.0,Jailbroken,,,,,Noncompliant,Compliant
IOS-434,iOS,No,Simple 4-digit PIN,15.4,Clean,,,,,Compliant,Compliant
IOS-435,iOS,No,Simple 4-digit PIN,15.6,Clean,,,,,Noncompliant,Compliant
IOS-436,iOS,No,Simple 4-digit PIN,17.0,Jailbroken,,,,,Noncompliant,Compliant
IOS-437,iOS,Yes (AES),Biometric + Passcode,15.6,Jailbroken,,,,,Noncompliant,Compliant
IOS-438,iOS,No,Biometric + Passcode,15.4,Clean,,,,,Noncompliant,Compliant
IOS-439,iOS,Yes (AES),Biometric + Passcode,15.4,Jailbroken,,,,,Compliant,Compliant
IOS-440,iOS,Yes (AES),Biometric + Passcode,17.0,Jailbroken,,,,,Noncompliant,Compliant
IOS-441,iOS,Yes (AES),Alphanumeric (6),16.0,Jailbroken,,,,,Noncompliant,Compliant
IOS-442,iOS,Yes (AES),Biometric + Passcode,17.0,Jailbroken,,,,,Noncompliant,Compliant
IOS-443,iOS,No,Alphanumeric (6),16.0,Jailbroken,,,,,Compliant,Compliant
IOS-444,iOS,Yes (AES),Simple 4-digit PIN,16.1,Jailbroken,,,,,Noncompliant,Compliant
IOS-445,iOS,Yes (AES),Simple 4-digit PIN,15.4,Clean,,,,,Compliant,Compliant
IOS-446,iOS,No,Alphanumeric (6),15.6,Jailbroken,,,,,Noncompliant,Compliant
IOS-447,iOS,Yes (AES),Biometric + Passcode,15.4,Jailbroken,,,,,Compliant,Compliant
IOS-448,iOS,No,Simple 4-digit PIN,15.4,Clean,,,,,Noncompliant,Compliant
IOS-449,iOS,Yes (AES),Alphanumeric (6),16.0,Clean,,,,,Noncompliant,Compliant
IOS-450,iOS,No,Simple 4-digit PIN,17.0,Jailbroken,,,,,Noncompliant,Compliant
IOS-451,iOS,Yes (AES),Simple 4-digit PIN,15.4,Jailbroken,,,,,Compliant,Compliant
IOS-452,iOS,No,Biometric + Passcode,15.4,Clean,,,,,Compliant,Compliant
IOS-453,iOS,Yes (AES),Biometric + Passcode,16.0,Jailbroken,,,,,Noncompliant,Compliant
IOS-454,iOS,No,Simple 4-digit PIN,16.0,Clean,,,,,Compliant,Compliant
IOS-455,iOS,Yes (AES),Alphanumeric (6),17.0,Jailbroken,,,,,Noncompliant,Compliant
IOS-456,iOS,No,Simple 4-digit PIN,16.0,Jailbroken,,,,,Noncompliant,Compliant
IOS-457,iOS,No,Simple 4-digit PIN,15.4,Jailbroken,,,,,Noncompliant,Compliant
IOS-458,iOS,No,Simple 4-digit PIN,17.0,Clean,,,,,Noncompliant,Compliant
IOS-459,iOS,Yes (AES),Alphanumeric (6),15.6,Clean,,,,,Noncompliant,Compliant
IOS-460,iOS,No,Biometric + Passcode,15.6,Clean,,,,,Noncompliant,Compliant
IOS-461,iOS,Yes (AES),Biometric + Passcode,15.4,Jailbroken,,,,,Noncompliant,Compliant
IOS-462,iOS,Yes (AES),Simple 4-digit PIN,15.6,Jailbroken,,,,,Compliant,Compliant
IOS-463,iOS,Yes (AES),Alphanumeric (6),17.0,Jailbroken,,,,,Noncompliant,Compliant
IOS-464,iOS,No,Alphanumeric (6),16.0,Jailbroken,,,,,Compliant,Compliant
IOS-465,iOS,Yes (AES),Alphanumeric (6),15.6,Clean,,,,,Compliant,Compliant
IOS-466,iOS,No,Biometric + Passcode,15.4,Jailbroken,,,,,Compliant,Compliant
IOS-467,iOS,Yes (AES),Alphanumeric (6),17.0,Clean,,,,,Noncompliant,Compliant
IOS-468,iOS,No,Biometric + Passcode,15.4,Jailbroken,,,,,Noncompliant,Compliant
IOS-469,iOS,No,Biometric + Passcode,17.0,Clean,,,,,Compliant,Compliant
IOS-470,iOS,Yes (AES),Simple 4-digit PIN,15.4,Clean,,,,,Compliant,Compliant
IOS-471,iOS,Yes (AES),Alphanumeric (6),17.0,Jailbroken,,,,,Noncompliant,Compliant
IOS-472,iOS,Yes (AES),Biometric + Passcode,15.6,Clean,,,,,Compliant,Compliant
IOS-473,iOS,Yes (AES),Alphanumeric (6),16.0,Jailbroken,,,,,Compliant,Compliant
IOS-474,iOS,Yes (AES),Alphanumeric (6),17.0,Jailbroken,,,,,Noncompliant,Compliant
IOS-475,iOS,Yes (AES),Biometric + Passcode,16.0,Jailbroken,,,,,Noncompliant,Compliant
IOS-476,iOS,No,Biometric + Passcode,15.4,Jailbroken,,,,,Compliant,Compliant
IOS-477,iOS,No,Simple 4-digit PIN,15.4,Clean,,,,,Noncompliant,Compliant
IOS-478,iOS,No,Biometric + Passcode,15.4,Jailbroken,,,,,Noncompliant,Compliant
IOS-479,iOS,Yes (AES),Simple 4-digit PIN,16.1,Jailbroken,,,,,Noncompliant,Compliant
IOS-480,iOS,No,Alphanumeric (6),16.1,Clean,,,,,Noncompliant,Compliant
IOS-481,iOS,Yes (AES),Alphanumeric (6),15.6,Clean,,,,,Compliant,Compliant
IOS-482,iOS,No,Biometric + Passcode,15.6,Clean,,,,,Noncompliant,Compliant
IOS-483,iOS,Yes (AES),Biometric + Passcode,16.1,Clean,,,,,Compliant,Compliant
IOS-484,iOS,No,Biometric + Passcode,16.0,Clean,,,,,Noncompliant,Compliant
IOS-485,iOS,Yes (AES),Simple 4-digit PIN,15.6,Clean,,,,,Compliant,Compliant
IOS-486,iOS,Yes (AES),Alphanumeric (6),17.0,Jailbroken,,,,,Compliant,Compliant
IOS-487,iOS,No,Simple 4-digit PIN,15.4,Jailbroken,,,,,Noncompliant,Compliant
IOS-488,iOS,Yes (AES),Alphanumeric (6),16.1,Jailbroken,,,,,Compliant,Compliant
IOS-489,iOS,Yes (AES),Alphanumeric (6),15.6,Clean,,,,,Noncompliant,Compliant
IOS-490,iOS,No,Biometric + Passcode,16.1,Clean,,,,,Noncompliant,Compliant
IOS-491,iOS,Yes (AES),Alphanumeric (6),17.0,Clean,,,,,Compliant,Compliant
IOS-492,iOS,Yes (AES),Biometric + Passcode,16.1,Clean,,,,,Noncompliant,Compliant
IOS-493,iOS,Yes (AES),Simple 4-digit PIN,17.0,Jailbroken,,,,,Compliant,Compliant
IOS-494,iOS,Yes (AES),Biometric + Passcode,16.0,Jailbroken,,,,,Compliant,Compliant
IOS-495,iOS,Yes (AES),Alphanumeric (6),16.0,Clean,,,,,Compliant,Compliant
IOS-496,iOS,Yes (AES),Simple 4-digit PIN,16.1,Clean,,,,,Compliant,Compliant
IOS-497,iOS,No,Alphanumeric (6),17.0,Clean,,,,,Compliant,Compliant
IOS-498,iOS,No,Simple 4-digit PIN,16.1,Jailbroken,,,,,Noncompliant,Compliant
IOS-499,iOS,Yes (AES),Biometric + Passcode,15.6,Jailbroken,,,,,Compliant,Compliant
IOS-500,iOS,Yes (AES),Alphanumeric (6),16.0,Clean,,,,,Compliant,Compliant
IOS-501,iOS,No,Simple 4-digit PIN,16.0,Jailbroken,,,,,Noncompliant,Compliant
IOS-502,iOS,No,Alphanumeric (6),16.0,Jailbroken,,,,,Compliant,Compliant
IOS-503,iOS,Yes (AES),Alphanumeric (6),17.0,Jailbroken,,,,,Compliant,Compliant
IOS-504,iOS,No,Alphanumeric (6),16.0,Clean,,,,,Noncompliant,Compliant
IOS-505,iOS,Yes (AES),Simple 4-digit PIN,17.0,Clean,,,,,Compliant,Compliant
IOS-506,iOS,Yes (AES),Alphanumeric (6),16.1,Clean,,,,,Compliant,Compliant
IOS-507,iOS,No,Alphanumeric (6),16.1,Jailbroken,,,,,Compliant,Compliant
IOS-508,iOS,No,Alphanumeric (6),16.1,Jailbroken,,,,,Compliant,Compliant
IOS-509,iOS,Yes (AES),Alphanumeric (6),17.0,Clean,,,,,Compliant,Compliant
IOS-510,iOS,Yes (AES),Simple 4-digit PIN,15.4,Jailbroken,,,,,Noncompliant,Compliant
IOS-511,iOS,No,Simple 4-digit PIN,15.4,Clean,,,,,Noncompliant,Compliant
IOS-512,iOS,No,Simple 4-digit PIN,16.1,Jailbroken,,,,,Compliant,Compliant
IOS-513,iOS,Yes (AES),Simple 4-digit PIN,15.6,Jailbroken,,,,,Noncompliant,Compliant
IOS-514,iOS,Yes (AES),Biometric + Passcode,15.6,Jailbroken,,,,,Noncompliant,Compliant
IOS-515,iOS,Yes (AES),Alphanumeric (6),17.0,Clean,,,,,Noncompliant,Compliant
IOS-516,iOS,No,Alphanumeric (6),16.0,Clean,,,,,Noncompliant,Compliant
IOS-517,iOS,Yes (AES),Simple 4-digit PIN,17.0,Jailbroken,,,,,Noncompliant,Compliant
IOS-518,iOS,Yes (AES),Biometric + Passcode,15.4,Clean,,,,,Noncompliant,Compliant
IOS-519,iOS,Yes (AES),Alphanumeric (6),15.6,Jailbroken,,,,,Noncompliant,Compliant
IOS-520,iOS,Yes (AES),Alphanumeric (6),15.6,Clean,,,,,Noncompliant,Compliant
IOS-521,iOS,No,Alphanumeric (6),16.0,Jailbroken,,,,,Noncompliant,Compliant
IOS-522,iOS,No,Biometric + Passcode,15.6,Clean,,,,,Noncompliant,Compliant
IOS-523,iOS,Yes (AES),Simple 4-digit PIN,17.0,Jailbroken,,,,,Compliant,Compliant
IOS-524,iOS,No,Biometric + Passcode,17.0,Clean,,,,,Noncompliant,Compliant
IOS-525,iOS,Yes (AES),Simple 4-digit PIN,16.0,Jailbroken,,,,,Compliant,Compliant
IOS-526,iOS,Yes (AES),Alphanumeric (6),16.1,Clean,,,,,Noncompliant,Compliant
IOS-527,iOS,No,Alphanumeric (6),15.6,Jailbroken,,,,,Noncompliant,Compliant
IOS-528,iOS,Yes (AES),Simple 4-digit PIN,17.0,Jailbroken,,,,,Compliant,Compliant
IOS-529,iOS,No,Simple 4-digit PIN,16.0,Clean,,,,,Noncompliant,Compliant
IOS-530,iOS,Yes (AES),Biometric + Passcode,15.4,Clean,,,,,Noncompliant,Compliant
IOS-531,iOS,No,Alphanumeric (6),15.6,Clean,,,,,Noncompliant,Compliant
IOS-532,iOS,Yes (AES),Biometric + Passcode,17.0,Clean,,,,,Compliant,Compliant
IOS-533,iOS,Yes (AES),Alphanumeric (6),15.6,Jailbroken,,,,,Noncompliant,Compliant
IOS-534,iOS,No,Simple 4-digit PIN,15.6,Clean,,,,,Compliant,Compliant
IOS-535,iOS,No,Biometric + Passcode,15.6,Jailbroken,,,,,Noncompliant,Compliant
IOS-536,iOS,Yes (AES),Alphanumeric (6),15.4,Clean,,,,,Noncompliant,Compliant
IOS-537,iOS,No,Simple 4-digit PIN,15.4,Clean,,,,,Compliant,Compliant
IOS-538,iOS,Yes (AES),Simple 4-digit PIN,16.1,Clean,,,,,Compliant,Compliant
IOS-539,iOS,Yes (AES),Biometric + Passcode,15.6,Clean,,,,,Compliant,Compliant
IOS-540,iOS,No,Alphanumeric (6),16.1,Jailbroken,,,,,Noncompliant,Compliant
IOS-541,iOS,No,Alphanumeric (6),15.6,Clean,,,,,Compliant,Compliant
IOS-542,iOS,No,Simple 4-digit PIN,16.1,Jailbroken,,,,,Noncompliant,Compliant
IOS-543,iOS,Yes (AES),Simple 4-digit PIN,16.0,Jailbroken,,,,,Compliant,Compliant
IOS-544,iOS,Yes (AES),Biometric + Passcode,15.6,Clean,,,,,Noncompliant,Compliant
IOS-545,iOS,No,Biometric + Passcode,17.0,Clean,,,,,Noncompliant,Compliant
IOS-546,iOS,Yes (AES),Biometric + Passcode,15.4,Clean,,,,,Noncompliant,Compliant
IOS-547,iOS,No,Simple 4-digit PIN,16.1,Clean,,,,,Compliant,Compliant
IOS-548,iOS,Yes (AES),Alphanumeric (6),17.0,Jailbroken,,,,,Compliant,Compliant
IOS-549,iOS,No,Alphanumeric (6),15.4,Jailbroken,,,,,Noncompliant,Compliant
IOS-550,iOS,Yes (AES),Alphanumeric (6),15.4,Clean,,,,,Compliant,Compliant
IOS-551,iOS,No,Biometric + Passcode,15.6,Clean,,,,,Noncompliant,Compliant
IOS-552,iOS,Yes (AES),Biometric + Passcode,17.0,Jailbroken,,,,,Compliant,Compliant
IOS-553,iOS,Yes (AES),Biometric + Passcode,15.4,Jailbroken,,,,,Compliant,Compliant
IOS-554,iOS,No,Biometric + Passcode,16.0,Jailbroken,,,,,Compliant,Compliant
IOS-555,iOS,Yes (AES),Biometric + Passcode,16.1,Jailbroken,,,,,Noncompliant,Compliant
IOS-556,iOS,Yes (AES),Simple 4-digit PIN,15.6,Clean,,,,,Noncompliant,Compliant
IOS-557,iOS,Yes (AES),Biometric + Passcode,15.4,Clean,,,,,Compliant,Compliant
IOS-558,iOS,No,Alphanumeric (6),16.1,Clean,,,,,Noncompliant,Compliant
IOS-559,iOS,No,Biometric + Passcode,15.6,Jailbroken,,,,,Noncompliant,Compliant
IOS-560,iOS,No,Simple 4-digit PIN,15.4,Clean,,,,,Noncompliant,Compliant
IOS-561,iOS,No,Biometric + Passcode,15.4,Jailbroken,,,,,Noncompliant,Compliant
IOS-562,iOS,Yes (AES),Alphanumeric (6),15.4,Jailbroken,,,,,Noncompliant,Compliant
IOS-563,iOS,Yes (AES),Simple 4-digit PIN,15.6,Jailbroken,,,,,Compliant,Compliant
IOS-564,iOS,No,Alphanumeric (6),16.1,Jailbroken,,,,,Noncompliant,Compliant
IOS-565,iOS,Yes (AES),Biometric + Passcode,17.0,Clean,,,,,Compliant,Compliant
IOS-566,iOS,No,Alphanumeric (6),15.4,Jailbroken,,,,,Compliant,Compliant
IOS-567,iOS,Yes (AES),Alphanumeric (6),15.6,Jailbroken,,,,,Noncompliant,Compliant
IOS-568,iOS,Yes (AES),Simple 4-digit PIN,15.6,Jailbroken,,,,,Noncompliant,Compliant
IOS-569,iOS,Yes (AES),Biometric + Passcode,16.0,Clean,,,,,Noncompliant,Compliant
IOS-570,iOS,No,Simple 4-digit PIN,16.1,Jailbroken,,,,,Compliant,Compliant
IOS-571,iOS,Yes (AES),Alphanumeric (6),16.1,Jailbroken,,,,,Compliant,Compliant
IOS-572,iOS,Yes (AES),Biometric + Passcode,15.6,Clean,,,,,Noncompliant,Compliant
IOS-573,iOS,Yes (AES),Simple 4-digit PIN,17.0,Clean,,,,,Compliant,Compliant
IOS-574,iOS,Yes (AES),Biometric + Passcode,16.0,Clean,,,,,Noncompliant,Compliant
IOS-575,iOS,Yes (AES),Biometric + Passcode,15.4,Clean,,,,,Noncompliant,Compliant
IOS-576,iOS,Yes (AES),Biometric + Passcode,17.0,Clean,,,,,Noncompliant,Compliant
IOS-577,iOS,Yes (AES),Biometric + Passcode,15.6,Clean,,,,,Compliant,Compliant
IOS-578,iOS,No,Simple 4-digit PIN,16.1,Clean,,,,,Noncompliant,Compliant
IOS-579,iOS,No,Biometric + Passcode,16.1,Jailbroken,,,,,Noncompliant,Compliant
IOS-580,iOS,Yes (AES),Simple 4-digit PIN,15.4,Jailbroken,,,,,Noncompliant,Compliant
IOS-581,iOS,No,Alphanumeric (6),16.0,Jailbroken,,,,,Noncompliant,Compliant
IOS-582,iOS,No,Biometric + Passcode,16.0,Clean,,,,,Noncompliant,Compliant
IOS-583,iOS,Yes (AES),Alphanumeric (6),15.4,Jailbroken,,,,,Noncompliant,Compliant
IOS-584,iOS,No,Simple 4-digit PIN,16.1,Jailbroken,,,,,Compliant,Compliant
IOS-585,iOS,Yes (AES),Simple 4-digit PIN,15.6,Jailbroken,,,,,Noncompliant,Compliant
IOS-586,iOS,Yes (AES),Biometric + Passcode,15.6,Jailbroken,,,,,Noncompliant,Compliant
IOS-587,iOS,No,Biometric + Passcode,15.6,Clean,,,,,Noncompliant,Compliant
IOS-588,iOS,Yes (AES),Biometric + Passcode,15.6,Clean,,,,,Compliant,Compliant
IOS-589,iOS,Yes (AES),Simple 4-digit PIN,15.6,Jailbroken,,,,,Noncompliant,Compliant
IOS-590,iOS,Yes (AES),Simple 4-digit PIN,16.1,Clean,,,,,Compliant,Compliant
IOS-591,iOS,No,Alphanumeric (6),15.4,Jailbroken,,,,,Compliant,Compliant
IOS-592,iOS,No,Biometric + Passcode,15.4,Clean,,,,,Noncompliant,Compliant
IOS-593,iOS,Yes (AES),Biometric + Passcode,17.0,Clean,,,,,Compliant,Compliant
IOS-594,iOS,No,Simple 4-digit PIN,16.0,Jailbroken,,,,,Compliant,Compliant
IOS-595,iOS,Yes (AES),Simple 4-digit PIN,16.0,Jailbroken,,,,,Noncompliant,Compliant
IOS-596,iOS,Yes (AES),Simple 4-digit PIN,17.0,Clean,,,,,Compliant,Compliant
IOS-597,iOS,Yes (AES),Alphanumeric (6),17.0,Jailbroken,,,,,Compliant,Compliant
IOS-598,iOS,No,Biometric + Passcode,15.4,Clean,,,,,Compliant,Compliant
IOS-599,iOS,Yes (AES),Simple 4-digit PIN,15.6,Clean,,,,,Compliant,Compliant
IOS-600,iOS,Yes (AES),Alphanumeric (6),17.0,Jailbroken,,,,,Noncompliant,Compliant
IOS-601,iOS,Yes (AES),Alphanumeric (6),16.0,Jailbroken,,,,,Noncompliant,Compliant
IOS-602,iOS,No,Alphanumeric (6),15.6,Clean,,,,,Noncompliant,Compliant
IOS-603,iOS,Yes (AES),Biometric + Passcode,16.1,Clean,,,,,Compliant,Compliant
IOS-604,iOS,Yes (AES),Biometric + Passcode,16.1,Clean,,,,,Compliant,Compliant
IOS-605,iOS,Yes (AES),Biometric + Passcode,15.6,Jailbroken,,,,,Noncompliant,Compliant
IOS-606,iOS,Yes (AES),Alphanumeric (6),16.1,Clean,,,,,Noncompliant,Compliant
IOS-607,iOS,Yes (AES),Simple 4-digit PIN,15.4,Clean,,,,,Compliant,Compliant
IOS-608,iOS,No,Biometric + Passcode,16.0,Clean,,,,,Noncompliant,Compliant
IOS-609,iOS,Yes (AES),Alphanumeric (6),15.6,Clean,,,,,Noncompliant,Compliant
IOS-610,iOS,No,Simple 4-digit PIN,17.0,Clean,,,,,Noncompliant,Compliant
IOS-611,iOS,No,Biometric + Passcode,17.0,Jailbroken,,,,,Noncompliant,Compliant
IOS-612,iOS,No,Simple 4-digit PIN,16.1,Jailbroken,,,,,Compliant,Compliant
IOS-613,iOS,No,Biometric + Passcode,15.6,Jailbroken,,,,,Noncompliant,Compliant
IOS-614,iOS,No,Simple 4-digit PIN,15.6,Jailbroken,,,,,Noncompliant,Compliant
IOS-615,iOS,No,Alphanumeric (6),17.0,Jailbroken,,,,,Noncompliant,Compliant
